0.07241561	0.213240767	0.373314747	0.388550011	0.5039222	0.864733953	1.035274503	0.830827249	0.864733953	1.264487133	1.924500804	1.924500804	1.23944861	1.706879094	1.575647993	2.169868597	2.446520012	2.65028349	2.65028349	2.65028349	2.65028349
0.94955921	2.796147589	4.895138691	5.094913091	6.607746076	11.33893761	13.57517299	10.89433151	11.33893761	16.58075373	10.89433151	10.89433151	16.25243281	12.28332447	13.30636655	9.662405259	8.569784692	7.016346274	7.016346274	7.016346274	7.016346274
3.404164799	10.02417447	17.54904659	18.26523676	23.6887351	17.54904659	14.65819585	18.26523676	17.54904659	12.00111573	7.885294924	7.885294924	12.24355435	8.890645201	9.631120969	6.993629218	6.20279268	5.078417122	5.078417122	5.078417122	5.078417122
8.771294766	25.82865233	21.14671198	20.31753754	15.66586954	9.129258096	7.62539734	9.501830187	9.129258096	6.243147306	4.102040083	4.102040083	6.369267248	4.625037279	5.010243072	3.638183182	3.226779017	2.641863214	2.641863214	2.641863214	2.641863214
72.97613361	62.186159	35.52129767	34.12848766	26.31482453	15.33491801	12.80880021	15.96074788	15.33491801	10.48695864	6.890422823	6.890422823	10.69880926	7.768930039	8.415981441	6.11125682	5.420198567	4.437683255	4.437683255	4.437683255	4.437683255
89.81944089	30.50228024	17.42317894	16.74000632	12.90740842	7.521769701	6.282710168	7.828738946	7.521769701	5.143848027	3.379748988	3.379748988	5.24776065	3.810656343	4.128034736	2.997568448	2.658604717	2.176681442	2.176681442	2.176681442	2.176681442
108.8489834	36.96462775	21.11453041	20.28661783	15.64202885	9.115364976	7.613792831	9.487370078	9.115364976	6.233646338	4.095797502	4.095797502	6.359574348	4.617998789	5.002618366	3.63264651	3.221868429	2.637842765	2.637842765	2.637842765	2.637842765
78.40171535	26.62487174	15.20836806	14.61203942	11.26663617	6.565612535	5.484060571	6.833560266	6.565612535	4.489969041	2.950119879	2.950119879	4.580672432	3.326250876	3.603284558	2.616521612	2.320646491	1.899984649	1.899984649	1.899984649	1.899984649
87.15530493	29.59755159	16.90638974	16.24348071	12.52456156	7.298666362	6.096358595	7.596530587	7.298666362	4.991276264	3.279502196	3.279502196	5.092106733	3.697628401	4.005593028	2.90865752	2.579747798	2.112118857	2.112118857	2.112118857	2.112118857
40.34263023	13.70017672	7.825665118	7.5188164	5.797395308	3.378421984	2.821895245	3.516298001	3.378421984	2.310372419	1.518022851	1.518022851	2.357045038	1.711565985	1.854117297	1.34636549	1.194119068	0.977662004	0.977662004	0.977662004	0.977662004
